Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Unnamed: 13
CHACO,Independencia,Campo Largo,22070020,125,0,0,482,3,0,0,0,610,0.0
CHACO,Libertad,Puerto Tirol,22077040,541,1,0,114,0,0,0,163,819,0.0
CHACO,Libertador General San Martín,General José de San Martín,22084020,511,1.130,0,5.083,0,0,0,450,7.174,0.0
CHACO,Libertador General San Martín,Pampa Almirón,22084050,0,0,0,26,0,0,0,55,81,0.0
CHACO,Libertador General San Martín,Pampa del Indio,22084060,0,0,0,25,0,2,0,757,784,0.0
CHACO,Libertador General San Martín,Presidencia Roca,22084070,0,0,0,13,0,2,0,196,211,0.0
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,122,73,0,264,0,1,0,516,976,0.0
CHACO,Mayor Luis J. Fontana,Enrique Urién,22098020,0,0,0,37,0,1,0,0,38,0.0
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,2.756,1,0,852,0,0,0,406,4.015,0.0
CHACO,O Higgins,La Clotilde,22112010,0,32,0,78,116,1,0,0,227,0.0
CHACO,O Higgins,San Bernardo,22112030,147,0,0,14,38,3,0,0,202,0.0
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,216,327,0,58,0,0,0,0,601,0.0
CHACO,Quitilipi,Quitilipi,22133010,884,0,0,69,0,0,0,123,1.076,0.0
CHACO,San Fernando,Barranqueras,22140010,115,3.865,0,146,0,0,0,15,4.141,0.0
CHACO,San Fernando,Fontana,22140040,0,0,0,110,0,0,0,70,180,0.0
CHACO,San Fernando,Puerto Vilelas,22140050,0,0,0,9,0,1,0,0,10,0.0
CHACO,San Fernando,Resistencia,22140060,11.650,55.188,5,25.299,2,6,0,223,92.373,0.0
CHACO,San Lorenzo,Villa Berthet,22147020,0,0,0,32,0,1,0,755,788,0.0
CHACO,Sargento Cabral,Capitán Solari,22154010,0,0,0,81,0,0,0,0,81,0.0
CHACO,Sargento Cabral,Colonias Unidas,22154030,0,0,0,250,0,0,0,15,265,0.0
CHACO,Tapenagá,Charadai,22161010,0,0,0,27,0,1,0,0,28,0.0
CHUBUT,Biedma,Puerto Madryn,26007020,3.648,24.433,200,3.781,5.283,9,0,2.762,40.116,0.0
CHUBUT,Cushamen,El Hoyo,26014040,216,0,0,319,0,0,0,709,1.244,0.0
CHUBUT,Cushamen,Lago Puelo,26014090,315,0,0,59,0,0,0,723,1.097,0.0
CHUBUT,Escalante,Comodoro Rivadavia,26021030,19.602,12.473,248,1.739,336,37,0,16.749,51.184,0.0
CHUBUT,Escalante,Rada Tilly,26021050,1.143,1,34,1.206,54,0,0,443,2.881,0.0
CHUBUT,Gaiman,28 de Julio,26042040,0,0,0,12,1,1,0,0,14,0.0
CHUBUT,Gaiman,Dolavon,26042020,0,0,3,55,50,1,0,0,109,0.0
CHUBUT,Gaiman,Gaiman,26042030,223,0,15,90,658,2,0,0,988,0.0
CHUBUT,Rawson,Playa Unión,26077020,675,209,12,101,1,0,0,421,1.419,0.0
CHUBUT,Rawson,Rawson,26077030,1.747,8.805,41,774,300,1,0,343,12.011,0.0
CHUBUT,Rawson,Trelew,26077040,6.877,23.051,287,722,1.094,3,0,1.130,33.164,0.0
CHUBUT,Río Senguer,Río Mayo,26084070,0,0,0,4,0,2,0,180,186,0.0
CHUBUT,Sarmiento,SARMIENTO,26091020,2.133,1,0,712,0,1,0,277,3.124,0.0
CORDOBA,Calamuchita,Embalse,14007060,0,0,0,1.467,0,1,0,1.877,3.345,0.0
CORDOBA,Calamuchita,Los Reartes,14007130,30,0,0,342,0,1,0,375,748,0.0
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,1.355,815,0,119,0,0,0,3.079,5.368,0.0
CORDOBA,Calamuchita,Villa del Dique,14007290,555,0,0,256,128,0,0,866,1.805,0.0
CORDOBA,Calamuchita,Villa Rumipal,14007340,0,0,0,43,0,0,0,937,980,0.0
CORDOBA,Capital,Córdoba,14014010,58.016,222.667,44,208.950,1.218,11,0,4.276,495.182,0.0
CORDOBA,Colón,Agua de Oro,14021010,370,0,0,65,0,0,0,65,500,0.0
CORDOBA,Colón,Ascochinga,14021020,124,0,0,1,0,0,0,0,125,0.0
CORDOBA,Colón,Colonia Caroya,14021050,1.132,505,0,6.155,0,0,0,31,7.823,0.0
CORDOBA,Colón,Jesús María,14021140,1.133,3.877,0,6.526,0,0,0,15,11.551,0.0
CORDOBA,Colón,La Calera,14021150,1.197,6.525,0,1.352,316,1,0,496,9.887,0.0
CORDOBA,Colón,La Granja,14021160,437,0,0,1,0,0,0,26,464,0.0
CORDOBA,Colón,Malvinas Argentinas,14021190,1.122,0,0,291,0,0,0,229,1.642,0.0
CORDOBA,Colón,Mendiolaza,14021200,821,2.606,0,841,2,0,0,195,4.465,0.0
CORDOBA,Colón,Río Ceballos,14021230,1.049,5.510,0,4,1,2,0,444,7.010,0.0
CORDOBA,Colón,Saldán,14021240,69,4.193,0,73,0,0,0,270,4.605,0.0
CORDOBA,Colón,Salsipuedes,14021250,891,467,0,9,0,0,0,387,1.754,0.0
CORDOBA,Colón,Unquillo,14021280,2.198,873,0,905,0,0,0,603,4.579,0.0
CORDOBA,Colón,Villa Allende,14021290,1,6.366,0,1.885,4,0,0,345,8.601,0.0
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,508,0,0,499,0,0,0,360,1.367,0.0
CORDOBA,Colón,Dumesnil,14021270,0,0,0,34,0,0,0,0,34,0.0
CORDOBA,Colón,Mi Granja,14021210,0,0,0,5,0,0,0,0,5,0.0
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,1.565,1.733,0,3.055,0,0,0,575,6.928,0.0
CORDOBA,Cruz del Eje,El Brete,14028060,0,0,0,1,0,0,0,65,66,0.0
CORDOBA,Cruz del Eje,Las Playas,14028130,0,0,0,1,0,0,0,176,177,0.0
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,0,0,0,1,0,0,0,9,10,0.0
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,0,16,0,429,0,0,0,199,644,0.0
CORDOBA,Cruz del Eje,Serrezuela,14028180,102,0,0,10,0,0,0,2,114,0.0
CORDOBA,Cruz del Eje,Villa de Soto,14028200,625,0,0,341,0,2,0,293,1.261,0.0
CORDOBA,General Roca,Huinca Renancó,14035040,572,0,1,1.294,0,0,0,1.097,2.964,0.0
CORDOBA,General Roca,Villa Huidobro,14035120,0,789,10,2,0,1,0,1.099,1.901,0.0
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,0,1.666,0,37,0,0,0,82,1.785,0.0
CORDOBA,General San Martín,Arroyo Cabral,14042020,4,393,0,2,0,1,0,276,676,0.0
CORDOBA,General San Martín,Ausonia,14042030,0,0,0,1,0,0,0,0,1,0.0
CORDOBA,General San Martín,Pasco,14042110,0,0,0,1,0,0,0,0,1,0.0
CORDOBA,General San Martín,Ticino,14042140,0,663,0,6,0,2,0,0,671,0.0
CORDOBA,General San Martín,Tío Pujio,14042150,567,0,0,2,0,0,0,53,622,0.0
CORDOBA,General San Martín,Villa María,14042170,2.354,15.284,0,10.543,0,1,0,2.022,30.204,0.0
CORDOBA,General San Martín,Villa Nueva,14042180,1.120,2.288,0,1.001,1,1,0,993,5.404,0.0
CORDOBA,General San Martín,Arroyo Algodón,14042010,0,0,0,1,0,0,0,0,1,0.0
CORDOBA,Ischilín,Deán Funes,14049050,1.950,1.948,0,263,0,1,0,0,4.162,0.0
CORDOBA,Ischilín,Quilino,14049100,205,0,0,94,0,0,0,0,299,0.0
CORDOBA,Ischilín,Villa Quilino,14049130,0,0,0,36,0,0,0,0,36,0.0
CORDOBA,Juárez Celman,Bengolea,14056030,0,0,0,269,0,0,0,0,269,0.0
CORDOBA,Juárez Celman,Carnerillo,14056040,129,0,0,505,23,1,0,222,880,0.0
CORDOBA,Juárez Celman,Charras,14056050,0,0,0,1,0,0,0,12,13,0.0
CORDOBA,Juárez Celman,General Deheza,14056080,10,1.126,0,3.464,0,0,0,0,4.600,0.0
CORDOBA,Juárez Celman,Huanchillas,14056090,0,0,0,11,0,0,0,0,11,0.0
CORDOBA,Juárez Celman,Ucacha,14056160,143,1.747,0,1,0,0,0,59,1.950,0.0
CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,0,0,0,1,0,3,0,79,83,0.0
CORDOBA,Marcos Juárez,Corral de Bustos,14063090,752,4.591,0,1.027,1.796,0,0,46,8.212,0.0
CORDOBA,Marcos Juárez,Cruz Alta,14063100,669,0,0,1,0,1,0,0,671,0.0
CORDOBA,Marcos Juárez,General Roca,14063120,1.127,0,0,1,0,2,0,0,1.130,0.0
CORDOBA,Marcos Juárez,Guatimozín,14063130,170,0,0,601,596,1,0,30,1.398,0.0
CORDOBA,Marcos Juárez,Leones,14063160,167,2.548,0,1,0,0,0,23,2.739,0.0
CORDOBA,Marcos Juárez,Los Surgentes,14063170,757,0,0,6,0,1,0,0,764,0.0
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,652,9.716,0,2,0,0,0,239,10.609,0.0
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,0,0,0,30,0,0,0,141,171,0.0
CORDOBA,Minas,Ciénaga del Coro,14070010,0,0,0,1,0,0,0,64,65,0.0
CORDOBA,Minas,San Carlos Minas,14070060,204,0,0,2,0,0,0,290,496,0.0
CORDOBA,Minas,El Chacho,14070020,0,0,0,1,0,0,0,173,174,0.0
CORDOBA,Pocho,Salsacate,14077040,155,0,0,3,0,1,0,298,457,0.0
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,3,2.441,0,1,29,0,0,148,2.622,0.0
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,395,0,0,2,17,1,0,38,453,0.0
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,1.088,5.570,0,1,1,0,0,668,7.328,0.0
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,0,0,0,10,21,0,0,389,420,0.0
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040,0,0,0,1,0,0,0,0,1,0.0
CORDOBA,Punilla,Bialet Massé,14091020,941,0,0,1,0,0,0,333,1.275,0.0
CORDOBA,Punilla,Huerta Grande,14091100,0,109,0,416,0,0,0,103,628,0.0
CORDOBA,Punilla,La Falda,14091120,1.336,4.689,0,8,0,0,0,26,6.059,0.0
CORDOBA,Punilla,San Antonio de Arredondo,14091180,0,1.322,0,1,0,0,0,112,1.435,0.0
CORDOBA,Punilla,Santa María de Punilla,14091210,1.273,0,0,2,1,0,0,113,1.389,0.0
CORDOBA,Punilla,Villa Carlos Paz,14091250,1.857,21.973,0,6,1,2,0,642,24.481,0.0
CORDOBA,Punilla,Villa Giardino,14091270,992,0,0,365,0,0,0,253,1.610,0.0
CORDOBA,Río Cuarto,Achiras,14098010,0,0,0,50,0,0,0,258,308,0.0
CORDOBA,Río Cuarto,Adelia María,14098020,353,2.469,0,15,0,0,0,179,3.016,0.0
CORDOBA,Río Cuarto,Alcira (Est. Gigena),14098030,464,0,0,883,0,1,0,0,1.348,0.0
CORDOBA,Río Cuarto,Berrotarán,14098050,609,1.445,0,2,0,0,0,133,2.189,0.0
CORDOBA,Río Cuarto,Chaján,14098070,0,0,0,78,0,1,0,0,79,0.0
CORDOBA,Río Cuarto,Chucul,14098080,19,0,0,3,0,0,0,74,96,0.0
CORDOBA,Río Cuarto,Elena,14098110,139,0,0,596,0,0,0,86,821,0.0
CORDOBA,Río Cuarto,Las Acequias,14098150,422,0,0,8,0,0,0,0,430,0.0
CORDOBA,Río Cuarto,Las Higueras,14098170,256,573,0,645,0,0,0,0,1.474,0.0
CORDOBA,Río Cuarto,Las Vertientes,14098190,48,0,0,25,0,0,0,0,73,0.0
CORDOBA,Río Cuarto,OTROS,Sin Datos,0,0,0,1,30,0,0,0,31,0.0
CORDOBA,Río Cuarto,Río Cuarto,14098230,6.460,39.139,1,18.376,0,6,0,1.254,65.236,0.0
CORDOBA,Río Cuarto,SAMPACHO,14098240,588,0,0,29,1.070,0,0,219,1.906,0.0
CORDOBA,Río Cuarto,San Basilio,14098250,37,0,0,865,0,1,0,0,903,0.0
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),14098260,456,0,0,511,0,0,0,178,1.145,0.0
CORDOBA,Río Cuarto,Vicuña Mackenna,14098290,2.268,1.472,0,71,0,1,0,0,3.812,0.0
CORDOBA,Río Primero,Esquina,14105090,0,0,0,56,0,1,0,0,57,0.0
CORDOBA,Río Primero,La Para,14105110,0,1.167,0,4,0,1,0,154,1.326,0.0
CORDOBA,Río Primero,La Puerta,14105130,0,0,0,1,0,0,0,100,101,0.0
CORDOBA,Río Primero,Montecristo,14105190,217,0,0,1.331,0,2,0,185,1.735,0.0
CORDOBA,Río Primero,Río Primero,14105240,1.206,0,0,703,0,0,0,187,2.096,0.0
CORDOBA,Río Primero,Santa Rosa de Río Primero,14105260,363,0,0,806,0,0,0,339,1.508,0.0
CORDOBA,Río Primero,Villa Fontana,14105270,0,0,0,170,0,0,0,231,401,0.0
CORDOBA,Río Primero,Diego de Rojas,14105060,0,0,0,1,0,0,0,0,1,0.0
CORDOBA,Río Seco,Sebastián Elcano,14112110,0,0,0,2,0,0,0,0,2,0.0
CORDOBA,Río Segundo,Colazo,14119050,0,0,0,2,0,1,0,0,3,0.0
CORDOBA,Río Segundo,Costasacate,14119070,126,0,0,153,0,0,0,12,291,0.0
CORDOBA,Río Segundo,Laguna Larga,14119090,748,0,0,1,0,0,0,704,1.453,0.0
CORDOBA,Río Segundo,Las Junturas,14119100,62,0,0,514,0,1,0,0,577,0.0
CORDOBA,Río Segundo,Los Chañaritos,14119110,6,0,0,32,0,0,0,31,69,0.0
CORDOBA,Río Segundo,Luque,14119120,46,637,0,431,0,0,0,20,1.134,0.0
CORDOBA,Río Segundo,Manfredi,14119130,76,0,0,4,0,0,0,0,80,0.0
CORDOBA,Río Segundo,Oncativo,14119150,2.514,73,0,152,0,0,0,436,3.175,0.0
CORDOBA,Río Segundo,Pilar,14119160,1.951,0,0,206,377,2,0,1.402,3.938,0.0
CORDOBA,Río Segundo,Río Segundo,14119190,2.416,0,0,509,580,0,0,1.404,4.909,0.0
CORDOBA,San Alberto,Arroyo Los Patos,14126020,0,40,0,20,0,0,0,5,65,0.0
CORDOBA,San Alberto,La Cortadera,14126040,0,0,0,1,0,0,0,0,1,0.0
CORDOBA,San Alberto,Las Calles,14126050,0,0,0,12,0,0,0,47,59,0.0
CORDOBA,San Alberto,Las Rabonas,14126070,0,0,0,15,0,0,0,32,47,0.0
CORDOBA,San Alberto,Mina Clavero,14126090,1.853,302,0,187,0,0,0,0,2.342,0.0
CORDOBA,San Alberto,Nono,14126110,215,30,0,122,0,0,0,35,402,0.0
CORDOBA,San Alberto,San Huberto,14126130,0,0,0,3,0,0,0,27,30,0.0
CORDOBA,San Alberto,San Lorenzo,14126140,0,0,0,1,0,0,0,20,21,0.0
CORDOBA,San Alberto,San Pedro,14126160,0,0,0,6,0,0,0,403,409,0.0
CORDOBA,San Alberto,San Vicente,14126170,0,0,0,6,0,0,0,33,39,0.0
CORDOBA,San Alberto,Villa Cura Brochero,14126200,0,180,0,125,0,0,0,3,308,0.0
CORDOBA,San Javier,Las Chacras,14133095,0,0,0,2,0,0,0,0,2,0.0
CORDOBA,San Javier,Villa Dolores,14133200,901,802,0,4.892,0,0,0,2.167,8.762,0.0
CORDOBA,San Justo,Alicia,14140010,0,360,0,858,0,1,0,0,1.219,0.0
CORDOBA,San Justo,Arroyito,14140030,538,6.608,0,2.121,0,1,58,103,9.429,0.0
CORDOBA,San Justo,Brinkmann,14140050,188,0,0,2.547,0,0,0,0,2.735,0.0
CORDOBA,San Justo,Colonia Marina,14140090,0,203,0,171,0,1,0,103,478,0.0
CORDOBA,San Justo,Devoto,14140160,611,0,0,2,1,0,0,0,614,0.0
CORDOBA,San Justo,El Tío,14140200,30,526,0,126,0,0,0,0,682,0.0
CORDOBA,San Justo,La Francia,14140230,620,0,0,495,0,0,0,119,1.234,0.0
CORDOBA,San Justo,Las Varillas,14140270,514,3.948,0,2.767,0,1,0,0,7.230,0.0
CORDOBA,San Justo,Marull,14140280,0,0,0,485,0,1,0,235,721,0.0
CORDOBA,San Justo,Morteros,14140300,202,0,0,6.554,0,0,0,0,6.756,0.0
CORDOBA,San Justo,Porteña,14140330,804,0,0,1.123,0,0,0,70,1.997,0.0
CORDOBA,San Justo,Sacanta,14140350,0,923,0,257,0,1,0,120,1.301,0.0
CORDOBA,San Justo,San Francisco,14140360,3.271,16.552,0,7,60,0,0,1.222,21.112,0.0
CORDOBA,San Justo,Colonia Vignaud,14140150,94,0,0,102,0,0,0,0,196,0.0
CORDOBA,San Justo,Las Varas,14140260,0,0,0,148,11,0,0,0,159,0.0
CORDOBA,Santa María,Alta Gracia,14147010,3.452,1.452,0,10.895,0,0,0,327,16.126,0.0
CORDOBA,Santa María,Despeñaderos,14147080,1.287,0,0,236,0,0,0,158,1.681,0.0
CORDOBA,Santa María,Malagueño,14147210,49,0,0,16,0,0,0,383,448,0.0
CORDOBA,Santa María,Potrero de Garay,14147230,0,0,0,2,0,0,0,828,830,0.0
CORDOBA,Santa María,Toledo,14147280,517,0,0,163,0,0,0,4,684,0.0
CORDOBA,Santa María,Villa del Prado,14147320,0,0,0,1,0,0,0,49,50,0.0
CORDOBA,Sobremonte,San Francisco del Chañar,14154050,0,0,0,1,0,1,0,0,2,0.0
CORDOBA,Sobremonte,Caminiaga,14154010,0,0,0,2,0,0,0,0,2,0.0
CORDOBA,Tercero Arriba,Almafuerte,14161010,836,2.554,0,3,5,0,0,351,3.749,0.0
CORDOBA,Tercero Arriba,Corralito,14161030,0,0,0,151,265,1,0,35,452,0.0
CORDOBA,Tercero Arriba,Hernando,14161060,372,3.031,0,3,0,0,0,0,3.406,0.0
CORDOBA,Tercero Arriba,James Craik,14161070,229,622,0,2,0,0,0,637,1.490,0.0
CORDOBA,Tercero Arriba,Oliva,14161110,1.532,0,0,1.893,0,0,0,162,3.587,0.0
CORDOBA,Tercero Arriba,Pampayasta Sur,14161130,0,0,0,3,0,1,0,0,4,0.0
CORDOBA,Tercero Arriba,Río Tercero,14161150,614,8.810,0,10.001,0,1,0,1.168,20.594,0.0
CORDOBA,Tercero Arriba,Dalmacio Vélez,14161040,0,0,0,460,0,0,0,0,460,0.0
CORDOBA,Totoral,Sinsacate,14168110,59,0,0,828,0,0,0,12,899,0.0
CORDOBA,Totoral,Villa del Totoral,14168120,678,0,0,430,0,0,0,448,1.556,0.0
CORDOBA,Tulumba,Villa Tulumba,14175110,0,0,0,2,0,0,0,169,171,0.0
CORDOBA,Tulumba,Rosario del Saladillo,14175070,0,0,0,2,0,0,0,0,2,0.0
CORDOBA,Unión,Alto Alegre,14182020,140,155,0,1,0,0,0,0,296,0.0
CORDOBA,Unión,Ballesteros,14182040,596,0,0,77,0,0,0,65,738,0.0
CORDOBA,Unión,Ballesteros Sur,14182050,0,0,0,1,0,0,0,70,71,0.0
CORDOBA,Unión,Bell Ville,14182060,567,8.032,0,3.330,0,0,0,0,11.929,0.0
CORDOBA,Unión,Canals,14182080,185,0,0,515,0,0,0,418,1.118,0.0
CORDOBA,Unión,Chilibroste,14182090,146,0,0,1,0,0,0,6,153,0.0
CORDOBA,Unión,Cintra,14182100,315,0,0,1,0,1,0,76,393,0.0
CORDOBA,Unión,Idiazabal,14182130,0,0,0,459,0,1,0,1,461,0.0
CORDOBA,Unión,Justiniano Posse,14182140,0,0,0,2.871,0,0,0,1,2.872,0.0
CORDOBA,Unión,Monte Maíz,14182170,679,1.749,0,334,0,0,0,0,2.762,0.0
CORDOBA,Unión,Morrison,14182180,951,0,0,220,0,0,0,0,1.171,0.0
CORDOBA,Unión,Noetinger,14182190,0,0,0,917,0,0,0,11,928,0.0
CORDOBA,Unión,Ordóñez,14182200,229,0,0,668,0,0,0,0,897,0.0
CORDOBA,Unión,San Antonio de Litín,14182240,368,0,0,1,6,0,0,54,429,0.0
CORDOBA,Unión,San Marcos,14182250,124,0,0,3,0,0,0,0,127,0.0
CORRIENTES,Capital,Corrientes,18021020,14.446,62.107,4,7.582,7,3,0,1.310,85.459,0.0
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,18035020,921,0,0,4.480,3.030,3,0,525,8.959,0.0
CORRIENTES,Esquina,Esquina,18049010,458,0,0,944,1.500,1,0,477,3.380,0.0
CORRIENTES,Goya,Goya,18070020,2.618,11.732,0,3.102,66,4,0,1,17.523,0.0
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,18091020,0,0,0,40,0,1,0,12,53,0.0
CORRIENTES,Lavalle,Santa Lucía,18091040,31,0,0,819,0,1,0,2,853,0.0
CORRIENTES,Mercedes,Mercedes,18105030,1.806,1.541,0,554,0,4,0,303,4.208,0.0
CORRIENTES,Monte Caseros,Monte Caseros,18112050,1.858,0,0,1.016,18,1,0,1.419,4.312,0.0
CORRIENTES,Paso de los Libres,Paso de los Libres,18119030,4.560,0,0,4,0,2,59,0,4.625,0.0
CORRIENTES,Saladas,San Lorenzo,18126020,0,0,0,75,50,1,0,18,144,0.0
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,18168030,1.220,0,0,3,1,3,0,0,1.227,0.0
ENTRE RIOS,Colón,Arroyo Barú,30008010,0,0,0,18,0,0,0,76,94,0.0
ENTRE RIOS,Colón,Colón,30008020,1.399,1.534,0,1.626,160,5,0,1.408,6.132,0.0
ENTRE RIOS,Colón,Ubajay,30008100,22,0,0,92,0,0,0,227,341,0.0
ENTRE RIOS,Colón,Villa  Elisa,30008110,860,1,0,947,5,0,0,262,2.075,0.0
ENTRE RIOS,Concordia,Concordia,30015060,8.919,111,0,3.970,1,1,0,654,13.656,0.0
ENTRE RIOS,Diamante,Aldea Valle María,30021060,0,0,0,85,0,0,224,26,335,0.0
ENTRE RIOS,Federación,Chajarí,30028010,952,5.927,0,4.708,0,0,0,275,11.862,0.0
ENTRE RIOS,Federación,Federación,30028070,1.058,0,0,1,0,0,0,176,1.235,0.0
ENTRE RIOS,Federación,Santa Ana,30028110,0,16,0,119,0,0,0,0,135,0.0
ENTRE RIOS,Federación,Villa del Rosario,30028120,0,115,0,1,0,0,0,0,116,0.0
ENTRE RIOS,Federal,Federal,30035030,563,0,0,1,1.100,0,0,404,2.068,0.0
ENTRE RIOS,Federal,Sauce de Luna,30035050,0,4,0,3,0,1,0,557,565,0.0
ENTRE RIOS,Gualeguay,Gualeguay,30049040,3.856,3.594,0,1,753,1,0,1.106,9.311,0.0
ENTRE RIOS,Gualeguaychú,Gualeguaychú,30056070,5.982,11.149,1,4.523,1,1,0,2.108,23.765,0.0
ENTRE RIOS,Gualeguaychú,Larroque,30056090,262,0,0,364,0,0,0,443,1.069,0.0
ENTRE RIOS,La Paz,Bovril,30070010,0,1.108,0,2,0,0,0,5,1.115,0.0
ENTRE RIOS,La Paz,La Paz,30070040,1.293,1.434,0,2.332,0,0,0,941,6.000,0.0
ENTRE RIOS,La Paz,Piedras Blancas,30070050,0,65,0,1,0,0,0,4,70,0.0
ENTRE RIOS,La Paz,San Gustavo,30070070,0,0,0,32,83,0,0,184,299,0.0
ENTRE RIOS,Paraná,Crespo,30084070,1.093,6.164,0,19,0,0,0,94,7.370,0.0
ENTRE RIOS,Paraná,Hasenkamp,30084100,0,843,0,2,0,1,0,224,1.070,0.0
ENTRE RIOS,Paraná,La Picada,30084120,7,0,0,1,0,0,0,0,8,0.0
ENTRE RIOS,Paraná,María Grande,30084140,0,1.430,1,419,93,0,0,239,2.182,0.0
ENTRE RIOS,Paraná,Paraná,30084160,7.031,80.744,14,4.674,7,1,0,1.204,93.675,0.0
ENTRE RIOS,Paraná,Tabossi,30084250,0,304,0,54,0,0,0,128,486,0.0
ENTRE RIOS,Paraná,Viale,30084270,980,293,0,136,0,0,0,801,2.210,0.0
ENTRE RIOS,San Salvador,San Salvador,30088020,482,0,0,720,1,0,0,2,1.205,0.0
ENTRE RIOS,Tala,Rosario del Tala,30091100,1.272,0,0,213,970,0,0,0,2.455,0.0
ENTRE RIOS,Uruguay,1º de Mayo,30098090,0,0,0,26,0,0,0,140,166,0.0
ENTRE RIOS,Uruguay,Basavilbaso,30098010,832,0,0,789,0,0,0,816,2.437,0.0
ENTRE RIOS,Uruguay,Caseros,30098020,113,0,0,707,6,0,0,48,874,0.0
ENTRE RIOS,Uruguay,Concepción del Uruguay,30098040,5.649,8.429,6,5.933,0,0,0,2.986,23.003,0.0
ENTRE RIOS,Uruguay,Pronunciamiento,30098100,0,0,0,31,0,1,0,182,214,0.0
ENTRE RIOS,Uruguay,Santa Anita,30098120,0,0,0,305,0,0,0,54,359,0.0
ENTRE RIOS,Uruguay,Villa Mantero,30098130,43,0,0,196,0,1,0,33,273,0.0
ENTRE RIOS,Uruguay,Villa San Justo,30098140,0,0,0,455,0,0,0,52,507,0.0
ENTRE RIOS,Uruguay,Las Moscas,30098070,0,0,0,7,0,0,0,46,53,0.0
ENTRE RIOS,Victoria,Victoria,30105060,4.355,3,0,2,0,0,0,352,4.712,0.0
ENTRE RIOS,Villaguay,Jubileo,30113030,0,0,0,16,0,0,0,65,81,0.0
ENTRE RIOS,Villaguay,Villa Clara,30113060,80,0,0,49,0,1,0,68,198,0.0
ENTRE RIOS,Villaguay,Villa Domínguez,30113070,0,0,0,30,0,0,0,114,144,0.0
ENTRE RIOS,Villaguay,Villaguay,30113080,1.446,0,0,3.361,1,0,0,1.265,6.073,0.0
FORMOSA,Formosa,Formosa,34014020,10.588,25.680,0,6.303,10,5,0,7.692,50.278,0.0
FORMOSA,Formosa,Villa del Carmen,34014070,0,0,0,61,0,2,0,28,91,0.0
FORMOSA,Patiño,Las Lomitas,34035100,479,0,0,870,0,5,0,231,1.585,0.0
FORMOSA,Patiño,San Martín II,34035140,0,0,0,1,0,0,0,369,370,0.0
FORMOSA,Patiño,Villa General Güemes,34035160,0,0,0,2,0,0,0,446,448,0.0
FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,0,0,0,1,0,0,0,448,449,0.0
FORMOSA,Pilagás,Buena Vista,34042010,0,0,0,3,0,0,0,412,415,0.0
FORMOSA,Pilcomayo,Clorinda,34049010,1.256,27,0,2.395,15,1,0,83,3.777,0.0
FORMOSA,Pilcomayo,Laguna Blanca,34049020,42,0,1,315,0,0,0,630,988,0.0
FORMOSA,Pilcomayo,Riacho He-He,34049060,0,0,0,1,0,0,0,414,415,0.0
FORMOSA,Pilcomayo,Siete Palmas,34049080,17,0,0,1,0,0,0,82,100,0.0
FORMOSA,Pirané,Colonia Campo Villafañe,34056010,0,0,0,52,0,0,0,98,150,0.0
FORMOSA,Pirané,El Colorado,34056020,1.408,0,0,71,0,5,0,605,2.089,0.0
FORMOSA,Pirané,Pirané,34056040,0,0,0,957,100,4,0,513,1.574,0.0
FORMOSA,Ramón Lista,General Mosconi,34063020,0,0,0,8,0,3,0,33,44,0.0
JUJUY,Cochinoca,Puesto del Marquéz,38007060,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,8.668,39.547,0,33.453,36,4,0,140,81.848,0.0
JUJUY,Doctor Manuel Belgrano,La Almona,38021020,0,2,0,3,0,0,0,0,5,0.0
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,0,0,0,5,0,0,0,0,5,0.0
JUJUY,Humahuaca,Tres Cruces,38028050,0,0,0,5,30,0,0,0,35,0.0
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,3,0,0,5,40,0,0,0,48,0.0
